valence,acousticness,danceability,duration_ms,energy,explicit,id,instrumentalness,liveness,loudness,name,popularity,speechiness,tempo
0.511,0.631,0.6509999999999999,276987,0.655,0,0LtW3MVVagosqQYDq8ClZe,0.0,0.513,-8.104,1950,1,0.0337,92.468
0.764,0.942,0.8440000000000001,185562,0.411,0,19qW67qzwpBk6F7FdfgApS,0.000458,0.396,-9.415,Mashalen Jalti Suna Rahi Hain,0,0.183,90.228
0.888,0.232,0.604,239533,0.6609999999999999,0,2GZNbWCzsNT1wYiKxy915t,0.19,0.294,-11.416,Seeing Is Believing,1,0.029,108.994
0.366,0.892,0.705,197027,0.361,0,2boMZ4RRtZZZJmW4DVDphK,0.0,0.6809999999999999,-17.632,A New Bull,0,0.927,118.44
0.943,0.418,0.6829999999999999,153160,0.555,0,4jPFWqf6YARjJYiRUgT4FI,0.775,0.0907,-10.039,About Noon,0,0.0333,149.3
0.514,0.411,0.6679999999999999,215867,0.413,0,04MtNloymG8jeL7IWl18Wb,0.13,0.0953,-11.54,I'm No Stranger to the Rain,1,0.0239,88.12200000000001
0.482,0.996,0.355,208867,0.142,0,3EL14rDhC2QhZVDT7I2up0,0.444,0.459,-16.351,Sara Barash Dekhini Ma,0,0.069,72.507
0.542,0.8590000000000001,0.44,75293,0.404,0,269fZZuY39EtXT2rsoGd7y,0.36,0.228,-12.836,"Capriccio espagnol, Op. 34: I. Alborada",0,0.0399,123.597
0.0653,0.983,0.392,125107,0.148,0,5Ae091FBx68ZZ6JrCue7XI,0.851,0.0808,-22.274,#17,1,0.0305,120.877
0.517,0.675,0.6,291267,0.5820000000000001,0,7rKU3FzgxtTx9kW22b8s2i,0.229,0.448,-14.853,Rockin' in Rhythm,0,0.0984,96.864
0.0553,0.988,0.291,266667,0.206,0,0fuB1Hze4u3cHcFggoFHj7,0.000942,0.0904,-14.125,"Der fliegende Holländer, WWV 63 / Act 1: ""Mit Gewitter und Sturm aus fernem Meer""",0,0.0394,129.30700000000002
0.8590000000000001,0.155,0.67,224907,0.5329999999999999,0,2MlqOjaAQDf1j6r5MM7D1T,0.0,0.227,-13.456,Minnal Pole Aagum,0,0.032,99.893
0.199,0.97,0.598,198000,0.257,0,7hcrkBi3PEZAykJXE69J8I,0.904,0.154,-11.1,I Hadn't Anyone Till You (Take 2),0,0.0606,127.757
0.64,0.145,0.713,358160,0.359,0,1pBxBvlBU49udSc4FSRfe9,1.5e-06,0.127,-17.563,"Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter, Kapitel 3",0,0.936,126.639
0.203,0.774,0.422,295065,0.377,0,3stuliHpnexsTj6uXFJ5iI,0.0,0.108,-8.705,Restless,1,0.0267,135.97
0.43,0.6609999999999999,0.386,188227,0.211,0,0065cuMUHSwRCCzn4NeZQc,0.86,0.19,-15.453,By the Time I Get to Phoenix,0,0.0264,82.45100000000002
0.637,0.000172,0.581,192307,0.785,0,1jgsjNXHLMElIt4A4siEt8,0.00348,0.0889,-4.873,Away,1,0.0426,93.47
0.38,0.7659999999999999,0.364,396867,0.381,0,2jkeWgJJMfysQIlSqb1ab0,0.624,0.128,-11.562,The Mooche,0,0.0504,152.65200000000004
0.14,0.979,0.157,123587,0.257,0,2rCD3dfxWKLXS8LyScy6pQ,0.000133,0.0452,-12.166,"Madame Butterfly:""Addio, fiorito asil""",0,0.0408,172.155
0.575,0.127,0.7070000000000001,134240,0.955,0,78qd8dvwea0Gosb6Fe6j3k,0.0,0.202,-4.593,Boss Bitch,1,0.222,125.989
0.0735,0.982,0.211,183547,0.0999,0,6v57ZAkzlCSDZZ9dwzqnEt,0.00375,0.0842,-15.431,White Christmas,1,0.0338,80.589
0.617,0.784,0.602,180427,0.333,0,1iYULfwDSwsh4eQUkdSx3D,1.22e-06,0.127,-9.352,"Up and Down, Up and Down (I Will Lead Them Up and Down) [Puck]",0,0.0284,77.438
0.5870000000000001,0.081,0.742,280707,0.515,1,3gOBLrOvDovzHL4xBDQw0B,0.0,0.194,-6.265,O,1,0.0405,120.086
0.6679999999999999,0.189,0.425,145787,0.564,0,0MdOLWuA03yxFGM8UWmfdy,0.00055,0.4270000000000001,-7.968,Chauffeur Blues,0,0.0563,144.704
0.474,0.996,0.5660000000000001,186760,0.0702,0,3QwyDQNuORfL8JpQoMud0r,0.000535,0.764,-18.157,Amar Sesh Paranir Kari,0,0.0546,70.805
0.888,0.655,0.41,211787,0.4270000000000001,0,1WXEEP03cUcXYp96MxAO2M,1.33e-06,0.163,-11.083,Show and Tell - Rerecorded,1,0.0281,174.584
0.539,0.111,0.6679999999999999,201107,0.672,0,15DeqWWQB4dcEWzJg15VrN,0.0,0.329,-4.931,Our Song,1,0.0303,89.01100000000002
0.967,0.0333,0.506,110987,0.762,0,52A8QH0MF14J9gcJbN1tIt,0.69,0.211,-9.059,Susie Q,1,0.0345,80.84
0.151,0.99,0.336,192693,0.0579,0,1dnNiSxYitONrWZ8hWNYKU,6.22e-06,0.37,-20.469,How Deep Is The Ocean (How High Is The Sky),0,0.0507,79.473
0.562,0.0174,0.75,314280,0.906,1,069VGijrAsQVSY9ihFv1Px,0.0,0.0551,-5.0280000000000005,Best Friend,1,0.0477,135.96
0.813,0.0923,0.89,191191,0.723,0,6KC9RBNcIaXHHE18tdyq3h,1.04e-05,0.166,-6.129,Medley,1,0.112,97.983
0.6609999999999999,0.35,0.742,227800,0.6809999999999999,1,1tiWZCFQuekR0EVmxYUXh1,0.000431,0.102,-8.687000000000001,Dominant Species,1,0.385,87.605
0.276,0.151,0.4970000000000001,252280,0.8190000000000001,0,3yawCOFKiw8TVVdCubX4hu,0.0,0.108,-4.352,Would It Matter,1,0.0424,126.002
0.888,0.8809999999999999,0.6809999999999999,159933,0.274,0,3v5c1v4C021Op3n7aA6CCz,0.0,0.0844,-13.726,Je N'ai Pas Fait Ca Pour Ça Madame,0,0.0635,88.065
0.234,0.00088,0.594,209973,0.8809999999999999,0,1w78e0reuMtEfkeWcSsNlf,3.77e-05,0.438,-5.72,The Death Song,1,0.0849,110.032
0.248,0.975,0.502,271560,0.189,0,0DtIUDM41hOhp2k4ITpr6b,5.85e-06,0.144,-12.592,"Verdi : Un ballo in maschera : Act 1 - Quadro II ""Su, profetessa... Dì tu se fedele"" [Chorus, Oscar, Riccardo, Ulrica]",0,0.116,136.155
0.7120000000000001,0.675,0.8170000000000001,202000,0.216,0,21xRayzq2plVwcnONznLiy,0.19,0.0995,-16.691,Wish I Had Not Said That,1,0.0368,89.56200000000004
0.457,0.7120000000000001,0.615,248307,0.459,0,4EtULbS8K8zZ3apaEX36oI,0.00208,0.0887,-10.156,All I Really Want Is Love,1,0.0313,142.025
0.243,0.895,0.298,306533,0.221,0,153MCMeSF0xw7J35RMW0Tc,0.0025,0.3229999999999999,-16.505,"Porgy - Live at the Newport Jazz Festival, Newport, RI, June 30, 1960",0,0.0381,91.907
0.479,0.996,0.39,173333,0.0339,0,09i4TGxeYVOx8TgyGH7NfI,0.933,0.0601,-32.216,"Variations on a Waltz by Diabelli, Op. 120: Variation 24: Fughetta - Andante",0,0.0466,136.986
0.227,0.921,0.386,150760,0.118,0,4Epvw6WuSsE28tu9j27DCq,1.73e-06,0.96,-20.669,"I Loves You Porgy - Live At Carnegie Hall, New York, 1964",0,0.0467,118.147
0.278,0.872,0.458,165893,0.165,0,5K3sBoUun9hmLg6ts8QX9H,1.61e-06,0.0594,-12.906,It's Easy To Remember - Take 7,0,0.0352,136.115
0.618,0.758,0.518,189440,0.156,0,5iXj0h9IWFjlJ4l2f5fVKx,0.0,0.112,-17.752,A Love Song,0,0.0375,143.754
0.527,1.92e-05,0.439,234800,0.931,0,0mWiuXuLAJ3Brin3Or2x6v,1.21e-05,0.193,-2.59,Learn to Fly,1,0.0473,135.944
0.4970000000000001,0.184,0.5479999999999999,167576,0.75,1,2plFaDNZayLbtA9Ht1yCEo,0.0,0.422,-2.949,Yung God,1,0.53,192.159
0.901,0.34,0.679,111067,0.41,0,1smn3rqQVSdMebdcbe6cg2,0.000227,0.49,-10.927,Alabama Song (Whisky Bar),0,0.0469,170.925
0.362,0.324,0.5579999999999999,207813,0.618,0,3c7YHj31Z23VH5UYNm7WPL,0.0,0.341,-6.232,Grandpa,1,0.03,119.957
0.7240000000000001,0.7859999999999999,0.5579999999999999,128667,0.422,0,6g6IumW57HO2qaxZ2mt8Vo,0.0,0.218,-9.403,Just Blew In from the Windy City,0,0.203,201.582
0.8320000000000001,0.995,0.755,183000,0.3,0,5YKIvK0wqBf9Arx7dx5f3p,0.00679,0.101,-10.576,Consuelo - Remasterizado,0,0.0629,123.005
0.286,0.878,0.301,157667,0.247,0,0HtcDsdRZRUAfL6TBvKa0i,8.23e-06,0.234,-10.285,"Mountain High, Valley Low",0,0.0323,88.244
0.961,0.423,0.7909999999999999,192707,0.69,0,3BmdzlqylDMxTSFzQATiiO,1.73e-05,0.0383,-8.513,Worse Comes to Worst,0,0.0403,131.898
0.406,0.00464,0.916,249267,0.662,0,4Fkr6zTAxsXbG9kG8ISqos,0.00346,0.138,-16.404,Going Back To Cali,1,0.605,135.65
0.733,0.176,0.6920000000000001,213027,0.659,0,2OVMQDsuQLr555RcwZhjRx,7.23e-06,0.236,-12.037,When My Ship Comes In,0,0.0305,134.466
0.46,0.78,0.339,153093,0.307,0,7FUp68VPaL95XBkoCImWDZ,0.0,0.204,-12.203,Tell Me,0,0.0293,105.451
0.906,0.321,0.364,154893,0.6559999999999999,0,7vBT4N9qKLL4Y94vCsK2PG,3.04e-06,0.105,-6.006,El Polvorete,1,0.0479,175.43099999999995
0.526,0.8029999999999999,0.368,160880,0.7340000000000001,0,66an4cYaszN1PNdCWV8aOm,0.0,0.831,-12.621,Candidate - 2016 Remaster,1,0.0844,129.308
0.524,0.0446,0.47,267789,0.652,0,6MDLO5bi8mGexqSwF9KmpH,0.0635,0.311,-6.501,Lilly,1,0.0335,139.975
0.4970000000000001,0.995,0.695,122387,0.112,0,76tCeKvYUdj0ELWL6zndeJ,0.604,0.112,-21.494,No Me Escribas - Remasterizado,0,0.172,71.058
0.5579999999999999,0.463,0.551,252800,0.447,0,570KJytRkVHTIocq1qomWF,3.73e-06,0.189,-12.293,Special Lady,1,0.0401,84.175
0.975,0.211,0.669,206867,0.779,0,6xBUWSz8INNHO6wFYuPtQl,8.98e-05,0.132,-11.522,Queen Of Hearts,1,0.0533,169.47799999999995
0.925,0.0229,0.65,159867,0.897,0,58cDx1uTmaAaF2rqU0UrtF,0.0124,0.396,-7.3679999999999986,Shakin' All Over - Single Version,1,0.0377,123.833
0.609,0.61,0.7829999999999999,264000,0.498,0,0ALbTno07vq90jEOFcHCbd,0.00178,0.196,-10.446,Never Die Young,1,0.0305,123.89
0.438,0.366,0.529,204773,0.521,0,5U4zBRfVdqaL1kOULNtZ1T,0.0,0.296,-5.277,The Breakup Song,1,0.0378,173.688
0.219,0.672,0.403,396356,0.385,0,47LO5zrjx6ShMymLqp80ef,0.000339,0.211,-6.5070000000000014,Şühedâ Gövdesi Bir Baksana Dağlar Taşlar,0,0.0315,123.839
0.5870000000000001,0.995,0.511,143227,0.0299,0,6HyANrFbuu3k4KqaUDz5Pp,0.8859999999999999,0.0976,-25.465,El Sonambulo - Remasterizado,0,0.0785,74.344
0.7070000000000001,0.122,0.728,242747,0.669,0,3M0qHiwpoXUMffAS1CBB6M,0.0,0.129,-4.73,Wedding Dress,1,0.0346,133.961
0.8220000000000001,0.181,0.8370000000000001,199493,0.823,0,0TOfUc4AO3nk46xtVS1K4t,0.0,0.0737,-4.516,Santifica Tus Escapularios,1,0.158,91.923
0.0501,0.7979999999999999,0.301,62400,0.6990000000000001,0,2B7Ip5UezkdaW31SWujvI7,0.139,0.249,-11.915,Am I Going Crazy,1,0.0844,109.643
0.46,0.114,0.7609999999999999,174730,0.517,1,2rFsFjq0D9JAmc0APpCO6P,0.0,0.157,-6.916,Blastoff (feat. Juice Wrld & Trippie Redd),1,0.0927,147.912
0.662,0.256,0.477,139173,0.828,0,2UVOE5RJFc3Pd9dMA9U6kv,0.0,0.358,-12.959,"Fun, Fun, Fun",1,0.0569,152.27700000000004
0.7140000000000001,0.675,0.393,130907,0.426,0,7rfKb91at4tO36NRA9L3oK,0.0559,0.242,-11.377,Here Comes Santa Claus / March of the Toys,0,0.0338,115.62
0.29,0.105,0.52,273853,0.655,0,310d8Vawp5kYDYrGrrTAzl,0.00384,0.124,-6.519,King And Lionheart,1,0.0394,126.593
0.7170000000000001,0.994,0.521,191493,0.161,0,49TooE88ykEv6gALCDP2GN,0.873,0.194,-10.172,Algún día - Instrumental (Remasterizado),0,0.0868,165.015
0.6990000000000001,0.899,0.54,254467,0.328,0,170VLrbmWgUqW3Poy9qiEP,0.000199,0.178,-12.922,Steile me manoula sto pigadi,0,0.0377,111.264
0.718,0.0363,0.317,283360,0.833,0,2TMI7OxkIxE8HjNfFP1Y8r,0.00109,0.54,-6.8729999999999976,"Carry on Wayward Son - Live at Pine Knob, Clarkston, MI - July 1978",0,0.072,133.19299999999998
0.134,0.993,0.418,283707,0.172,0,2fXLyWQr92OQ6KHreOtyQO,0.932,0.379,-16.119,A Flower Is A Lovesome Thing,0,0.0328,75.241
0.26,0.967,0.218,203507,0.283,0,6SMbbPXKYIqOmmNulpuPSG,0.00257,0.122,-12.121,I'm a Fool to Want You,0,0.0436,82.385
0.643,0.918,0.5870000000000001,174800,0.605,0,4ws7NtvMTo5PhN6V4p097M,0.915,0.664,-11.263,Bumpy Weather Over Newark,0,0.243,85.552
0.583,0.887,0.469,268000,0.0953,0,4XZz1xBJrykuQbJG8qZ7zc,0.0,0.11,-20.662,Little Omie Wise,0,0.0361,75.24600000000002
0.108,0.992,0.258,490000,0.101,0,62UWa981fvj8tcgv92J8Bm,0.603,0.129,-19.604,"Sonate pour violon et piano No. 32 in B-Flat Major, K. 454: II. Andante",0,0.0447,93.776
0.899,0.286,0.623,255680,0.523,0,4M3IGu3TmSVtpTuhpu5EKw,0.0,0.0931,-11.427,Dos Mujeres un Camino,1,0.0398,173.63
0.93,0.976,0.6940000000000001,165933,0.32,0,4OyUjpKEX9k8Xc0d6fuSje,0.0,0.198,-12.57,Si Tu Veux Marguerite,0,0.145,127.098
0.227,0.908,0.351,301307,0.0407,0,6iUmixPxVD6SacLhATYace,6.67e-06,0.104,-22.393,What's New,0,0.0503,69.311
0.955,0.976,0.7759999999999999,185227,0.212,0,1wvf65y4bKpOfNKy7CDwOu,0.188,0.301,-12.379,Nani Teri Morni Ko,0,0.0451,94.024
0.405,0.42,0.701,265560,0.233,0,62FeH9Dsf41Id79c6tZ4qL,0.475,0.111,-16.424,One Love Stand,0,0.0461,128.78
0.174,0.979,0.36,232000,0.0294,0,72TcX0n4ilc0RD45du1jFa,0.8909999999999999,0.113,-26.897,4 Estaciones Portenas (pour guitare): N°.1 Primavera Porteña,1,0.058,129.178
0.336,0.613,0.429,242227,0.276,0,1arY39oUc54Nw831TgeT6w,0.000329,0.126,-17.17,Mountains of the Moon - 2001 Remaster,0,0.0301,137.74
0.102,0.989,0.575,205107,0.0401,0,2ywoWYAuYFgFG19zAfLRl7,0.917,0.128,-20.574,Medley: The Coventry Carol / God Rest Ye Merry Gentlemen,0,0.156,78.289
0.246,0.000888,0.395,241107,0.912,0,4POJUFV0qevJyeAX0j2mxR,0.0,0.227,-5.238,Heartless,1,0.062,175.157
0.894,0.138,0.723,285613,0.818,0,0yhwdmbgkKdE1plV8xWdrd,0.748,0.218,-5.9460000000000015,Crosseyed and Painless - 2005 Remaster,1,0.0366,135.122
0.535,0.278,0.873,199674,0.522,1,1kFQ2V8nH923JPFzMsNWxS,0.0,0.0919,-5.801,I Love Dom,1,0.0565,86.99799999999998
0.777,0.182,0.828,233360,0.792,1,024Q1MI4uaYHF6j2Q2ZYgF,0.0,0.281,-5.435,Overnight Celebrity,1,0.179,134.19899999999998
0.946,0.995,0.528,191147,0.313,0,23p5XjS2cccqNvO0rL4qnJ,0.879,0.12,-17.385,Ithela Na Moun Tseligkas,0,0.055,116.163
0.674,0.0621,0.8740000000000001,256867,0.716,1,0JRB0l3igltUQX1OmKyORy,1.39e-05,0.253,-5.859,Big Momma Thang,1,0.252,95.587
0.503,0.5589999999999999,0.493,230160,0.496,0,6XHl6AuLDJQLQ7p7r28pUK,0.0,0.117,-7.459,I Can't Do It Alone,1,0.359,178.88099999999997
0.106,0.992,0.429,132173,0.0807,0,5iHwcfA6j5ejgmNklaixgU,0.88,0.131,-20.228,"Préludes, Livre 2, L. 123: VI. Général Lavine - eccentric",0,0.0363,104.864
0.43,0.0838,0.476,364493,0.556,0,2GnVuaoKSkB6Xa07l1BBg8,1.59e-05,0.125,-10.586,N.I.B.,1,0.0646,103.122
0.204,0.916,0.217,815013,0.224,0,0iwZbKGWO5LaadsZQNjS0g,0.925,0.0841,-15.446,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": I. Allegro ma non troppo, un poco maestoso",0,0.0365,81.729
0.816,0.394,0.401,149160,0.498,0,7odHgoLFi3GQ90E9PeraI3,0.0,0.13,-10.682,Son of a Preacher Man,1,0.0757,181.701
0.962,0.116,0.857,187160,0.713,1,2IIiBPARanRVcLDqIAbJkW,0.0,0.0855,-7.38,Pimpin',1,0.0488,130.012
0.288,0.000129,0.312,203827,0.98,0,5T8sMuNzpxsZlmOKFhGayj,0.000643,0.103,-3.362,The Impact Of Reason,1,0.0904,172.956
0.379,0.373,0.5579999999999999,476427,0.0455,0,0i0fQNszNT14DKcLPmfLmB,0.109,0.345,-24.522,Turnaround - Instrumental,0,0.057,129.687
0.394,0.606,0.447,343160,0.4,0,09IKRwPeAYjmX1iABuP6fn,1.25e-05,0.103,-11.111,Govinda Jai Jai,1,0.0277,86.271
0.8909999999999999,0.539,0.7,333227,0.693,0,5bccusEjEtnC5cDfWXQ8rf,4.62e-06,0.089,-6.877999999999999,Conciencia,1,0.0367,88.383
0.565,0.477,0.684,186133,0.721,0,63dsx4UMGHGjOOc7istUjc,0.0,0.0688,-9.475,Working My Way Back to You,1,0.0811,114.151
0.475,0.0198,0.482,405907,0.529,0,2dCKlQfMeSMBRbwjiGXn39,0.000502,0.215,-9.279,Money - 1981 re-recording,0,0.0611,125.391
0.142,0.508,0.385,312613,0.395,0,4FGpzz2ciXUCya6sW5M7qf,0.0,0.0961,-9.1,Apologies,1,0.0286,134.703
0.101,0.994,0.361,245992,0.149,0,0bmLkrO2wk68Z1WhPaOKPm,0.852,0.0953,-17.307000000000002,Percorriamo le spiagge vicine,0,0.0492,114.135
0.579,0.865,0.332,204199,0.397,0,0ghs86DscYzw8iawTNE6ih,0.00667,0.12,-11.445,Fantasia Espanhola,0,0.055,82.40799999999999
0.687,0.401,0.542,161053,0.6990000000000001,1,60VtX59NsRINDnObbDtH7G,0.0,0.105,-6.029,Dick In A Box,1,0.306,76.391
0.669,0.225,0.595,196800,0.902,0,1cJ0cJ7h00HviJTsLDmrsz,2.13e-05,0.0734,-8.482999999999999,Take It So Hard,1,0.0429,120.536
0.504,0.148,0.713,255013,0.521,0,2CEWW0uqHj7sJrXdfHwozn,0.000219,0.237,-11.038,Margaritaville (with Jimmy Buffett),1,0.0292,124.026
0.618,6.06e-05,0.451,194227,0.815,0,6ZxrUCaynLgKSUudACOTwj,0.0,0.27,-5.55,Cold,1,0.0368,147.974
0.959,0.904,0.573,210800,0.71,0,0B6RBLFwXxp4CqOJ02SqdT,0.000112,0.4,-9.749,Kashmir Ki Kali Hoon Main,0,0.125,85.416
0.292,0.0608,0.605,232560,0.158,0,5h5QKcwLeC2cg6EF2pMVUZ,0.00796,0.0971,-22.061,All We Ever Wanted Was Everything,1,0.0359,116.371
0.349,0.22,0.8140000000000001,220907,0.964,0,31l6t3Jq09uywRTVGbzant,1.77e-05,0.214,-7.5379999999999985,Know Your Rights - Remastered,1,0.0797,110.904
0.688,0.0167,0.8759999999999999,286400,0.606,1,1DLkcp909KGCHGx2sDAxSm,7.33e-06,0.114,-11.130999999999998,Nigga's Like Us,0,0.266,143.881
0.274,0.0814,0.615,248973,0.531,0,4tJqzoVBO6Iyq5l5JXkdJI,0.00989,0.1,-6.303,A Quiet Mind,1,0.0242,93.997
0.217,0.965,0.435,327546,0.11,0,2RC0clUJL2VummdCsxjHYD,0.472,0.0929,-22.693,Caprice No. 24 in A Minor - 1948,0,0.0587,133.02100000000002
0.863,0.807,0.743,142573,0.519,0,5O3GgXP1gyri6sdStU6TQW,0.00228,0.0611,-10.481,Swanee River Rock (Talkin' 'Bout That River),1,0.0685,97.763
0.485,0.805,0.643,275972,0.187,0,3TUb7DegTD5RIi9KaFzXEv,2.55e-06,0.291,-19.662,"Das ist bei uns nicht möglich, Kapitel 65",0,0.964,88.426
0.7290000000000001,0.475,0.938,256000,0.614,0,4cKNAfFzbY6HCvU4dGwKvJ,0.000134,0.0751,-3.292,El Alchohol,1,0.0373,124.964
0.518,0.6859999999999999,0.416,143000,0.178,0,6lqeT7Na2noWJf6eLOnCkX,0.0,0.276,-15.082,Christmas Carousel,0,0.031,155.533
0.664,0.994,0.389,217787,0.25,0,25DPPYxLPyq2zyIC8RiC7e,0.893,0.146,-13.762,O tsitsimpidas,0,0.0435,97.109
0.8690000000000001,0.589,0.329,65093,0.4370000000000001,0,2HcM96Ijv4T6kT5PaYRlEm,0.0188,0.153,-12.598,"The Nutcracker, Op. 71: No. 12, Divertissement: Trepak - Russian Dance",0,0.0369,82.304
0.7659999999999999,0.993,0.494,195773,0.375,0,4o0lewHXKQIFxozUmdRbQb,0.176,0.16,-10.885,Koui koui atale,0,0.0465,80.226
0.236,0.156,0.439,185120,0.8859999999999999,0,3fV1eQ8KNKGF18SYY6UYIr,0.0,0.172,-6.393,(Take These) Chains,1,0.0614,129.33
0.8740000000000001,0.428,0.7020000000000001,278667,0.528,0,7hwgDN3W4AXkJK2eiRvNYg,6.1e-05,0.0932,-14.782,Let's Talk Story,1,0.0373,95.056
0.209,0.979,0.299,204067,0.2,0,1TWUUEfobDIXDX6jHmMVot,1.18e-06,0.314,-11.317,往事如煙,0,0.0311,93.801
0.8340000000000001,0.0183,0.7340000000000001,213531,0.73,0,0cHircZQcIR3ZkVsuHPgb6,3.46e-05,0.107,-5.834,Bomba Para Afincar,1,0.254,196.161
0.629,0.809,0.522,268227,0.434,0,4y2lE9LIfJIgdtCqRBkOGA,9.74e-06,0.966,-12.207,Willkommen,0,0.231,83.235
0.28,0.779,0.271,174267,0.0836,0,6juktb95EVX4QqHQBwTHOU,0.168,0.116,-18.644,Because,1,0.0347,143.947
0.49,0.8640000000000001,0.185,158827,0.3,0,3wDijUmWdwFs3riq76HQcr,5.35e-06,0.544,-9.849,Adeste Fideles,0,0.0291,87.154
0.0385,0.994,0.35,925640,0.0879,0,6gfXtfyuTLU3C2fM4P00iu,0.922,0.0864,-18.79,"Sonate pour piano No. 30 in E Major, Op. 109: III. Gesangvoll, mit innigster Empfindung (Andante molto cantabile ed espressivo)",0,0.0543,75.523
0.13,0.897,0.268,131427,0.0846,0,0gYjuborvaxDLVDUke3GIg,0.000256,0.0975,-14.531,Whither Thou Goest,0,0.0325,84.75299999999999
0.351,0.00837,0.509,225188,0.871,0,68x16tb33FQdWyiOaZYteP,0.0,0.124,-5.855,There Is Power,1,0.0519,80.008
0.6679999999999999,0.147,0.525,192028,0.635,0,6jvqaaUtBmcnxQnf5XKzFo,0.000114,0.122,-7.805,Windows,1,0.0239,82.445
0.643,8.18e-05,0.446,279000,0.904,0,0QjvWqhZbpkDhV5pjkkv6P,0.000712,0.0656,-5.867999999999999,Piece Of Your Action,1,0.046,133.759
0.376,0.7929999999999999,0.669,147267,0.262,0,4KQR6G4lhP8lOIzGm0Vfm3,5.320000000000001e-05,0.107,-10.086,Standard Lines,1,0.0323,96.995
0.561,0.143,0.723,221421,0.602,0,5yECq6R2S2iTV8GTxen4JV,0.000607,0.299,-10.573,Sleepless - Radio Edit,1,0.0451,124.006
0.0949,0.899,0.288,316200,0.214,0,4nnfVtlchqAkxYSZzcQIYY,0.0424,0.0755,-16.417,"Vivaldi: Violin Concerto in G Minor, RV 315 ""L'estate"" (No. 2 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): I. Allegro",0,0.0419,135.721
0.895,0.000588,0.611,179467,0.882,0,3b9Cpi8jW9jNoyx72QbfRO,0.926,0.397,-3.18,Never Can Say Goodbye - Single Version,1,0.028,125.681
0.429,0.0574,0.7829999999999999,268667,0.608,1,6MMuI4k4Vs5ghtDH5i2hBg,0.0,0.102,-5.742000000000001,One Mic,1,0.361,91.672
0.868,0.579,0.645,180867,0.653,0,3cU7TRRcphb5iziZ7t5X5A,0.0,0.0726,-7.183,Mi gran noche,1,0.0629,138.498
0.393,0.994,0.283,588907,0.223,0,2daAVzNypDn2JdecsrqjAK,0.911,0.136,-20.494,"Overture in the French Style, BWV 831: I. Ouverture",0,0.0605,88.331
0.925,0.0272,0.624,289733,0.889,0,4M6ZDQyJfnStlal4p33vYH,0.00117,0.365,-12.829,Sweat,0,0.0364,126.644
0.7390000000000001,0.015,0.617,312227,0.649,0,1BjWRLxcpNwVnjYWzhOTIF,0.0321,0.095,-6.113,Useless - 2007 Remaster,1,0.0235,94.144
0.898,0.835,0.565,117120,0.422,0,40vi8ovjcp3DCykNBl1jrf,0.0094,0.139,-8.344,Here We Come A-Caroling,0,0.0323,93.649
0.872,0.336,0.8440000000000001,194613,0.395,0,67rg2h75CheOuDeOJOdXtW,0.264,0.108,-11.151,Easin' In,1,0.145,86.969
0.947,0.183,0.648,227133,0.562,0,0ypyIQO9bJyIb9Z0WUFGNo,0.0,0.0658,-12.004,País Tropical,1,0.0788,80.658
0.1369999999999999,0.964,0.297,380907,0.0119,0,6WXGL5j893yeubImvforw5,0.931,0.0978,-29.559,Maybe September,0,0.0412,86.824
0.7340000000000001,0.628,0.467,343000,0.546,0,04YjZJmnlyYgtv7t1McESD,0.506,0.189,-7.808,With Apologies To Oscar,0,0.0396,142.998
0.632,6.07e-05,0.452,261040,0.954,1,0rzFlOXHVVmL8CvXPL0Fb3,0.333,0.0986,-4.994,High Speed Dirt,1,0.0943,185.32
0.65,0.759,0.589,182760,0.601,0,47WKJe9KdsfptdobdAL06V,0.229,0.0739,-6.596,Skyliner,0,0.0376,108.546
0.396,0.721,0.6729999999999999,222493,0.346,0,2lCGAGpqgQIolNfpnycIZk,4.48e-06,0.0475,-12.803,When You Say Nothing at All,1,0.0245,80.012
0.535,0.347,0.645,251489,0.795,0,4RvWPyQ5RL0ao9LPZeSouE,0.00389,0.104,-12.095,Everybody Wants To Rule The World,1,0.0527,112.067
0.8909999999999999,0.0113,0.529,224733,0.675,0,6OHhevZRzNvkNYhCJ8RLyi,0.0001409999999999,0.391,-12.217,Change Of Heart,0,0.0426,129.451
0.94,0.8809999999999999,0.654,404467,0.45,0,2hkKg8fe54GVl7JER2cRk3,0.12,0.0928,-15.615,Werente Serigne,1,0.037,94.28
0.123,0.978,0.256,515253,0.118,0,5V33eVMy1NynZuCxcdIC8i,0.887,0.0533,-20.179,"Scherzo No. 1 in B Minor, Op. 20",0,0.0405,79.325
0.542,0.662,0.29,164000,0.408,0,1Gv8dvKmkHVaB1edYvW0Fr,0.0,0.272,-9.607,Puppy Love - Remix,1,0.0318,102.229
0.727,0.7859999999999999,0.5820000000000001,272253,0.662,0,6dlLkD6H0L72KPZVsQgVhV,0.00042,0.35,-7.221,Lo Atará la Arache,0,0.0448,100.092
0.78,0.631,0.3670000000000001,226827,0.65,0,2QE9xrU65Es1YwNtp1Sc9e,0.0,0.113,-4.848,Stoned Soul Picnic,0,0.0461,175.137
